Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-2619.842	-2723.293	103.4515	1.332114	1.052787	0.3338895	0.770288	0.229712	1.186176
6	-2619.123	-2722.586	103.4623	1.317484	1.157173	0.3338895	0.803385	0.196615	1.103577
12	-2626.707	-2730.63	103.9229	1.371466	1.040758	0.2285463	0.744816	0.255184	0.9587442
18	-2622.953	-2726.35	103.3975	1.447893	1.118196	0.3907481	0.789204	0.210796	0.9603204
24	-2625.95	-2729.183	103.233	1.46051	1.213496	0.3907481	0.799527	0.200473	1.027643
30	-2631.8	-2735.85	104.0492	1.501072	0.703009	0.315522	0.785896	0.214104	0.8520512
36	-2639.093	-2743.272	104.1789	1.203326	0.6464781	0.2065443	0.705383	0.294617	1.339666
42	-2634.769	-2737.994	103.2251	1.179661	1.408007	0.2527163	0.694647	0.305353	1.403362
48	-2625.615	-2729.088	103.4733	1.279364	1.337318	0.2477539	0.754315	0.245685	1.174824
54	-2620.6	-2723.866	103.2666	1.143381	0.9771509	0.4257704	0.809782	0.190218	1.402069
60	-2617.916	-2721.155	103.2388	1.282832	1.201801	0.3262448	0.753184	0.246816	1.305165
66	-2629.902	-2733.5	103.5975	1.2939	1.223185	0.2458338	0.804457	0.195543	1.140517
72	-2632.195	-2735.928	103.7329	1.314726	0.6893952	0.4111081	0.678024	0.321976	1.173982
78	-2622.302	-2726.26	103.9574	1.385481	0.746155	0.3606816	0.658461	0.341539	0.9156869
84	-2622.079	-2726.317	104.2384	1.466431	0.746155	0.2430382	0.702193	0.297807	0.8118765
90	-2634.384	-2738.58	104.1959	1.526708	0.7194906	0.25358	0.655615	0.344385	0.7961185
96	-2625.196	-2728.889	103.6929	1.526708	1.222793	0.2516076	0.843588	0.156412	0.777321
102	-2630.019	-2734.088	104.0693	1.352128	0.8046676	0.3137212	0.661043	0.338957	0.861075
108	-2632.772	-2736.754	103.9828	1.41533	0.8114394	0.3185601	0.747027	0.252973	0.8663941
114	-2640.149	-2744.15	104.0005	1.31735	0.8761487	0.2611533	0.708072	0.291928	1.019723
120	-2638.133	-2741.814	103.6809	1.258766	0.9230853	0.2900679	0.668341	0.331659	1.249448
126	-2635.512	-2739.223	103.7112	1.161904	0.9230853	0.2900679	0.718798	0.281202	1.304122
132	-2642.917	-2746.355	103.4378	1.181758	0.9873162	0.2900679	0.729781	0.270219	1.451013
138	-2627.969	-2731.275	103.3065	1.210212	0.9873162	0.2774122	0.694598	0.305402	1.551094
144	-2613.874	-2717.43	103.5563	1.21733	0.9873162	0.3370222	0.68621	0.31379	1.24373
150	-2615.705	-2719.595	103.8897	1.130599	0.8017846	0.3075961	0.702488	0.297512	1.261059
156	-2626.977	-2730.776	103.7991	1.040677	0.8017846	0.2177501	0.681366	0.318634	1.577659
162	-2624.619	-2727.564	102.945	1.156991	1.107646	0.398401	0.817782	0.182218	1.577659
168	-2629.861	-2733.288	103.4272	1.16173	1.107646	0.2963743	0.734316	0.265684	1.373157
174	-2629.913	-2733.272	103.3595	1.342442	1.107646	0.4087602	0.699387	0.300613	1.076768
180	-2620.87	-2724.516	103.6455	1.432289	1.107646	0.3303276	0.731475	0.268525	0.8511002
186	-2628.375	-2731.643	103.2682	1.41325	1.208263	0.4165733	0.731475	0.268525	0.9951472
192	-2631.975	-2735.962	103.9877	1.426159	0.6558816	0.4165733	0.632694	0.367306	0.8420237
198	-2629.184	-2732.855	103.6703	1.433841	0.8520284	0.4130358	0.633385	0.366615	0.9268882
204	-2626.384	-2729.831	103.4471	1.46967	1.296594	0.3378281	0.738243	0.261757	0.8264777
210	-2636.664	-2739.81	103.1458	1.477181	1.296594	0.5028359	0.74056	0.25944	0.8060756
216	-2637.174	-2739.883	102.7091	1.391643	1.797845	0.5028359	0.914964	0.0850359	0.9884258
222	-2627.589	-2730.762	103.1724	1.300186	1.226695	0.4571179	0.792269	0.207731	1.108969
228	-2634.273	-2737.612	103.3386	1.394717	1.704758	0.2441873	0.843383	0.156617	0.9480646
234	-2628.717	-2732.127	103.4103	1.523327	1.704758	0.2307508	0.767615	0.232385	0.7466599
240	-2626.887	-2730.558	103.6708	1.600233	1.06238	0.316717	0.839633	0.160367	0.6748362
246	-2634.942	-2739.018	104.0757	1.657455	0.7753858	0.2558966	0.775476	0.224524	0.6576861
252	-2645.062	-2749.214	104.1519	1.762047	0.5747386	0.3052732	0.766214	0.233786	0.5716986
258	-2646.918	-2750.544	103.6254	1.73195	1.056719	0.2977922	0.748681	0.251319	0.5827512
264	-2632.67	-2736.684	104.014	1.736489	0.784665	0.2590957	0.792992	0.207008	0.5489835
270	-2621.344	-2725.367	104.0237	1.706517	0.8325412	0.2462666	0.750412	0.249588	0.5325849
276	-2624.815	-2728.883	104.0688	1.777898	0.7281983	0.2462666	0.751521	0.248479	0.5783367
282	-2628.186	-2731.881	103.6951	1.737834	1.147179	0.2387676	0.864952	0.135048	0.516647
288	-2625.734	-2729.599	103.8647	1.80362	0.82333	0.2743002	0.743718	0.256282	0.5397136
294	-2624.034	-2727.622	103.5877	1.801105	1.095428	0.2743002	0.743718	0.256282	0.5190961
300	-2626.48	-2729.621	103.1406	1.804838	1.33454	0.3815944	0.833628	0.166372	0.5107391
306	-2625.085	-2728.584	103.4993	1.9846	1.049858	0.2430101	0.824228	0.175772	0.3891612
312	-2624.059	-2727.108	103.0491	2.031643	1.225315	0.3311507	0.824228	0.175772	0.3454597
318	-2620.996	-2724.065	103.0698	1.982878	1.225315	0.3591914	0.788459	0.211541	0.3888189
324	-2619.651	-2723.395	103.7432	1.843021	0.8247324	0.2968969	0.783279	0.216721	0.3888189
330	-2624.38	-2728.165	103.7849	1.810442	0.8247324	0.2968969	0.778036	0.221964	0.4063642
336	-2630.207	-2733.869	103.6619	1.812937	1.015456	0.2706502	0.758438	0.241562	0.484563
342	-2628.359	-2731.613	103.2542	1.815979	1.043836	0.4513025	0.717949	0.282051	0.484563
348	-2623.308	-2726.766	103.4576	1.835229	1.216987	0.2686541	0.717949	0.282051	0.4714778
354	-2619.195	-2722.467	103.2715	1.834686	1.29322	0.3163768	0.820491	0.179509	0.4294328
360	-2623.72	-2727.055	103.3354	1.255653	1.283732	0.3324777	0.880118	0.119882	1.177378
366	-2626.83	-2730.419	103.589	1.342978	1.248454	0.3324777	0.754295	0.245705	0.8709127
372	-2631.188	-2734.772	103.5847	1.500271	0.9128144	0.3991203	0.641484	0.358516	0.9037558
378	-2633.289	-2736.859	103.57	1.408287	1.078578	0.3651495	0.707626	0.292374	0.9123325
384	-2628.515	-2732.08	103.565	1.379202	1.086461	0.3651495	0.774342	0.225658	0.9412603
390	-2630.755	-2733.813	103.0582	1.394567	1.897222	0.3084069	0.84628	0.15372	0.9479631
396	-2631.305	-2735.193	103.8879	1.387902	0.8749599	0.3084069	0.649202	0.350798	0.9479631
402	-2625.324	-2729.121	103.7963	1.269512	0.8446109	0.3338361	0.738569	0.261431	1.128957
408	-2629.931	-2733.879	103.9474	1.290273	0.8446109	0.2929181	0.741696	0.258304	1.055939
414	-2626.022	-2729.611	103.5884	1.291134	0.9321481	0.3219921	0.753509	0.246491	1.23022
420	-2628.352	-2731.528	103.1752	1.184993	1.098165	0.3567862	0.69882	0.30118	1.453724
